Order ID,Created at,Lineitem quantity,Lineitem name,Lineitem sku,Customer ID
30255,8/14/2023 15:36,1,Fluke a3003 FC Wireless 2000 A DC Current Clamp Meter,4629295,4169106484
30254,8/14/2023 15:24,1,Fluke 1770 Series Three-Phase Power Quality Analyzers - FLUKE-1773,5117269,4163306548
30253,8/14/2023 15:08,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,4157899828
30252,8/14/2023 13:54,1,Fluke 787B ProcessMeter™ - Fluke 787B,4777186,4121953332
30252,8/14/2023 13:54,1,Fluke 177 True-RMS Digital Multimeter,1564560,4121953332
30252,8/14/2023 13:54,1,Fluke 771 Milliamp Process Clamp Meter,2646347,4121953332
30251,8/14/2023 13:28,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,6580372532
30250,8/14/2023 13:19,1,Fluke 289 FlukeView® Forms Combo Kit,3036206,2449115188
30249,8/14/2023 12:47,1,Fluke 64 MAX IR Thermometer,4856105,4083156020
30248,8/14/2023 11:51,1,Fluke Networks FiberLert™ Fiber Light Detector,5317262,4050191412
30247,8/14/2023 11:03,1,"Fluke TB25 Tool Bucket Organizer Bag, 5.2 gal",5308970,3999794228
30247,8/14/2023 11:03,1,Fluke ST120+ GFCI Socket Tester with Beeper,5310334,3999794228
30246,8/14/2023 10:38,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,4009428020
30245,8/14/2023 10:19,5,Fluke 114 Electrical Multimeter,2538783,3071918132
30244,8/14/2023 10:07,1,Fluke Networks MS2-WM MicroScanner² Main Wiremap Adapter,2784891,3991143476
30243,8/14/2023 9:05,1,Fluke BP190 Rechargeable NiMH Battery Pack,677390,1855662132
30242,8/14/2023 9:01,1,Fluke ii900 Sonic Industrial Imager - Fluke ii900 Sonic Industrial Imager,5075603,8461576244
30241,8/14/2023 8:59,1,Fluke 3000 FC Series Wireless Multimeter,4401595,3952313396
30240,8/14/2023 8:21,2,572-2 High Temperature Infrared Thermometer,5065952,3933078580
30239,8/14/2023 8:02,1,561 HVAC Infrared & Contact Thermometer - Fluke 561,5065882,3922691124
30238,8/14/2023 7:21,1,Fluke TL220 SureGrip™ Industrial Test Lead Set,2003625,3900113972
30238,8/14/2023 7:21,1,Fluke 789 ProcessMeter™ - Fluke 789,1633984,3900113972
30238,8/14/2023 7:21,1,Fluke C125 Meter Case,646858,3900113972
30237,8/14/2023 6:48,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,5204247604
30236,8/14/2023 5:27,1,Fluke Networks Pro3000F60-KIT Tone Generator and Filtered Probe,4962074,3846734900
30235,8/13/2023 19:38,1,Fluke 114 Electrical Multimeter,2538783,3680306228
30234,8/13/2023 19:32,1,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,3678274612
30234,8/13/2023 19:32,1,Fluke TLK282 SureGrip™ Deluxe Automotive Test Lead Kit,2150744,3678274612
30233,8/13/2023 19:14,1,Fluke 1AC II Non-Contact Voltage Tester,2432932,3672081460
30232,8/13/2023 18:16,1,Fluke ST120+ GFCI Socket Tester with Beeper,5310334,3645146164
30231,8/13/2023 17:17,1,Fluke RLD2 HVAC/R Flashlight,3387163,3613525044
30230,8/13/2023 14:26,1,Fluke 80PK-26 SureGrip™ Tapered Temperature Probe,2098714,3521250356
30229,8/13/2023 10:48,1,Fluke 179 True-RMS Digital Multimeter,1564549,3379790900
30228,8/13/2023 10:33,1,Fluke 179 IMSK Industrial Multimeter Service Kit,4370598,3367863348
30227,8/13/2023 7:47,1,Fluke square insulated screwdrivers - ISQS1,5067323,3273491508
30226,8/13/2023 0:44,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,3127116852
30225,8/12/2023 20:29,1,"Fluke T5-1000 Voltage, Continuity and Current Tester - Fluke T5-1000",648219,2869888052
30224,8/12/2023 18:29,1,Fluke Networks Microscanner™ PoE Cable Verifier,5018508,3006661684
30223,8/12/2023 17:58,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,2991326260
30222,8/12/2023 17:41,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,2983363636
30221,8/12/2023 13:06,1,Fluke AC285 SureGrip™ Alligator Clips,1610159,2841347124
30220,8/12/2023 12:28,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,2820572212
30219,8/12/2023 10:29,1,Fluke 88V Deluxe Automotive Multimeter,2550519,2748482612
30218,8/12/2023 10:02,1,Fluke 177 True-RMS Digital Multimeter,1564560,2732983348
30217,8/12/2023 9:54,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,2722825268
30216,8/12/2023 8:34,1,Fluke TL75 Hard Point™ Test Lead Set,855705,2681177140
30213,8/12/2023 7:41,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,2653815860
30212,8/11/2023 15:10,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,2238678068
30211,8/11/2023 14:48,1,Fluke Networks LinkIQ™ Cable+Network Tester Advanced Kit,5226619,530318388
30211,8/11/2023 14:48,1,Fluke Premium Care Plan for Fluke Networks LinkIQ™ Cable+Network Tester Advanced Kit - FNET - 3 Year Premium Care Standard for LinkIQ,5587780,530318388
30210,8/11/2023 14:24,1,Fluke 179/EDA2 Combo Kit – Includes Meter and Deluxe Accessories,2718166,1441072180
30209,8/11/2023 14:12,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,796689460
30208,8/11/2023 13:08,1,Fluke TiS55+ Thermal Camera,5160004,508920884
30207,8/11/2023 13:05,1,Fluke TP88 Rigid Back Probe Pin Set,2149102,506987572
30207,8/11/2023 13:05,1,Fluke C25 Large Soft Case for DMMs,681114,506987572
30207,8/11/2023 13:05,1,Fluke TLK287 Electronics Master Test Lead Set,3045631,506987572
30207,8/11/2023 13:05,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,506987572
30206,8/11/2023 12:53,3,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,499123252
30205,8/11/2023 12:03,1,Fluke TL221 SureGrip™ Test Lead Extension Set,2003602,461243444
30204,8/11/2023 11:39,2,Fluke i200S 200 Amp Clamp Voltage Output BNC,664760,9012228148
30203,8/11/2023 9:17,1,Fluke 1587 FC Insulation Multimeter,4691215,175309876
30202,8/11/2023 8:35,1,Fluke T5-RLS Replacement Test Lead Set For T5-600 And T5-1000,4089137,185173044
30201,8/11/2023 8:06,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,167773236
30200,8/11/2023 7:32,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,126747700
30199,8/11/2023 6:53,1,Fluke 324 RMS Clamp Meter - Fluke 324 RMS Clamp Meter,5065853,105808948
30198,8/11/2023 6:23,1,Fluke 375 FC True-RMS AC/DC Clamp Meter - Fluke 375 FC,5065976,81200180
30197,8/11/2023 5:54,1,Fluke 179 True-RMS Digital Multimeter,1564549,73466932
30196,8/11/2023 5:47,1,Fluke 773 Milliamp Process Clamp Meter - Fluke 773,3362365,69338164
30195,8/11/2023 3:47,1,Fluke 28 II Rugged Digital Multimeter,3301271,19629108
30194,8/11/2023 2:53,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,4359220
30193,8/10/2023 23:03,1,Fluke C50 Meter Case,762823,9947146292
30192,8/10/2023 21:15,1,Fluke TL75 Hard Point™ Test Lead Set,855705,9913591860
30191,8/10/2023 20:29,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,9841272884
30191,8/10/2023 20:29,1,Fluke T5-Kit T5 Tester Accessory Starter Kit,2096971,9841272884
30190,8/10/2023 19:43,1,Fluke TP220 SureGrip™ Industrial Test Probes,1670056,9872730164
30190,8/10/2023 19:43,1,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,9872730164
30189,8/10/2023 19:40,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,9871845428
30188,8/10/2023 18:58,1,Fluke 80AK-A Thermocouple Adapter,2747812,9848219700
30187,8/10/2023 17:10,1,Fluke 1587/i400 Current Clamp FC Kit,4692725,9784944692
30186,8/10/2023 15:39,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,9730910260
30185,8/10/2023 15:22,1,Fluke AC285 SureGrip™ Alligator Clips,1610159,9717901364
30184,8/10/2023 15:13,2,Fluke 120B Series Industrial ScopeMeter handheld Oscilloscopes - Fluke-124B/NA,4755746,9710233652
30184,8/10/2023 15:13,2,Fluke C125 Meter Case,646858,9710233652
30184,8/10/2023 15:13,2,Fluke HC120 Hook Clips (Set Of 2: Red Gray),646668,9710233652
30184,8/10/2023 15:13,2,Fluke AC175 Alligator Clip Set,4101772,9710233652
30183,8/10/2023 14:32,1,Fluke C11XT Protective EVA Hard Tool Case,5308996,9688639540
30182,8/10/2023 13:23,1,Fluke 179 True-RMS Digital Multimeter,1564549,9641486388
30181,8/10/2023 13:10,4,Fluke 376 FC True-RMS Clamp Meter with iFlex - Fluke 376 FC with 18-inch iFlex,5065965,9629460532
30180,8/10/2023 13:06,1,Fluke 80BK-A Integrated DMM Temperature Probe,2747801,9517590580
30179,8/10/2023 12:52,1,Fluke 417D Laser Distance Meter,5099292,9623431220
30178,8/10/2023 12:35,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,9610979380
30177,8/10/2023 12:21,1,561 HVAC Infrared & Contact Thermometer - Fluke 561,5065882,2737668148
30176,8/10/2023 11:50,1,Fluke AC220 SureGrip™ Alligator Clips,1610103,9585616948
30176,8/10/2023 11:50,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,9585616948
30175,8/10/2023 11:37,1,Fluke 381 Remote Display True RMS AC/DC Clamp Meter with iFlex® - Fluke 381,5065875,9579522100
30174,8/10/2023 10:51,1,Fluke 179 True-RMS Digital Multimeter,1564549,9551669300
30173,8/10/2023 10:43,1,Fluke Calibration 9100S Handheld Dry-Well - 9100S-A-156,1885080,9544689716
30172,8/10/2023 10:14,1,Fluke C25 Large Soft Case for DMMs,681114,9526503476
30171,8/10/2023 9:49,1,Fluke 80PK-1 Bead Probe,750422,9506940980
30171,8/10/2023 9:49,1,Fluke 51 II Handheld Digital Probe Thermometer - Fluke 51 II,674686,9506940980
30171,8/10/2023 9:49,1,Fluke 80PK-25 SureGrip™ Piercing Temperature Probe,2098706,9506940980
30171,8/10/2023 9:49,1,Fluke C11XT Protective EVA Hard Tool Case,5308996,9506940980
30170,8/10/2023 9:23,2,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,5197283380
30169,8/10/2023 9:20,1,Fluke 179 IMSK Industrial Multimeter Service Kit,4370598,9493866548
30168,8/10/2023 9:08,1,Fluke VPS210-R 10:1 Voltage Probe Set Red 200 Mhz 1.2M,3086235,726924340
30168,8/10/2023 9:08,1,Fluke VPS210-G 10:1 Voltage Probe Set Grey 200 Mhz 1.2M,3086247,726924340
30167,8/10/2023 8:14,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,9456379956
30166,8/10/2023 7:26,2,Fluke TL71 Premium Test Lead Set,1274382,9414469684
30165,8/10/2023 7:03,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,9400346676
30164,8/10/2023 6:59,4,Fluke Networks FiberLert™ Fiber Light Detector,5317262,9391990836
30163,8/10/2023 6:33,1,Fluke 116/62 MAX+ Technicianâ€™s Combo Kit,4296018,9882065972
30161,8/10/2023 5:49,1,Fluke Networks Pro3000™ Tone Generator and Probe Kit,2327536,9363712052
30160,8/10/2023 5:49,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175E,3565554,9363646516
30159,8/10/2023 5:24,1,Fluke 724 Temperature Calibrator,1553041,9349916724
30158,8/10/2023 5:13,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,9347917876
30157,8/10/2023 4:38,2,PLS RBP10,5022607,9334351924
30156,8/9/2023 21:20,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,9210652724
30155,8/9/2023 19:57,1,Fluke TL221 SureGrip™ Test Lead Extension Set,2003602,9175853108
30155,8/9/2023 19:57,1,Fluke TL76 2 mm/4 mm Test Lead Set,2032684,9175853108
30154,8/9/2023 19:17,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,9156618292
30154,8/9/2023 19:17,1,"Fluke 107 Palm-sized, CAT III Digital Multimeter",4367953,9156618292
30154,8/9/2023 19:17,2,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,9156618292
30153,8/9/2023 18:47,1,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,4041465908
30152,8/9/2023 18:31,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,9131976756
30151,8/9/2023 17:40,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,9109530676
30150,8/9/2023 17:29,1,Fluke 177 True-RMS Digital Multimeter,1564560,9104058420
30149,8/9/2023 16:19,1,Fluke T6-1000 PRO Electrical Tester,5134747,9066801204
30149,8/9/2023 16:19,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,9066801204
30148,8/9/2023 16:12,1,Fluke 1503 Insulation Resistance Meter,5065990,9063819316
30147,8/9/2023 15:24,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,9033738292
30147,8/9/2023 15:24,1,Fluke TL222 Suregrip Silicone Right Angle Test Lead Set,2003616,9033738292
30147,8/9/2023 15:24,1,Fluke C25 Large Soft Case for DMMs,681114,9033738292
30147,8/9/2023 15:24,1,Fluke Leadwrap Hook-N-Loop Fasteners For Cables And Leads 3 Pack,4083525,9033738292
30146,8/9/2023 14:08,1,Fluke 378 FC Non-Contact Voltage True-rms AC/DC Clamp Meter with iFlex,5111812,8952637492
30145,8/9/2023 13:11,1,Fluke TLK289 - Industrial Master Test Lead Set,3045646,8957159476
30144,8/9/2023 12:20,5,Fluke AC285 SureGrip™ Alligator Clips,1610159,8921376820
30143,8/9/2023 12:20,1,Fluke Networks MicroScanner™ Cable Verifier,2772449,8923441204
30143,8/9/2023 12:20,1,Fluke Networks MT-8200-60-KIT IntelliTone™ Pro 200 Toner and Probe Kit,4586068,8923441204
30142,8/9/2023 12:04,1,Fluke Networks Replacement Remote ID #1 / Wiremapper for LinkIQ™,5235819,8912562228
30141,8/9/2023 11:55,1,"Fluke T5-1000 Voltage, Continuity and Current Tester - Fluke T5-1000",648219,8908630068
30140,8/9/2023 10:59,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,8872486964
30139,8/9/2023 10:51,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,8867932212
30138,8/9/2023 9:45,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,8829954100
30137,8/9/2023 7:09,1,Fluke TruTest Software Lite - Fluke TruTest Software Advanced,5265319,8736270388
30136,8/9/2023 6:06,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,8703666228
30135,8/9/2023 4:36,1,Fluke 2AC Non-Contact Voltage Tester,3807928,8665196596
30134,8/9/2023 3:06,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,8633346100
30133,8/9/2023 2:21,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,8333813812
30132,8/8/2023 20:52,1,Fluke ST120+ GFCI Socket Tester with Beeper,5310334,8465541172
30131,8/8/2023 19:24,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,8425105460
30130,8/8/2023 19:02,1,Fluke 2052 Advanced Wire Tracer Kit,5353853,8414455860
30129,8/8/2023 15:57,1,Fluke TP1 Slim Reach Test Probes,650887,4338128948
30128,8/8/2023 14:14,1,Fluke 1AC II Non-Contact Voltage Tester,2432932,8245078068
30127,8/8/2023 14:00,1,Fluke 835 Laser Belt Alignment Tool,5255306,8235018292
30126,8/8/2023 13:45,1,54 II B Data Logging Thermometer with Dual Input,3821070,8225613876
30126,8/8/2023 13:45,2,Fluke 700 TC2 Thermocouple Plug Kit 700TC2,620127,8225613876
30125,8/8/2023 13:40,1,Compact Fluke PTi120 Pocket Thermal Camera - Fluke PTi120 9hz 400C,5302512,8222435380
30124,8/8/2023 13:14,3,Fluke TL1500DC,5313782,8193861684
30123,8/8/2023 11:27,1,Fluke TL75 Hard Point™ Test Lead Set,855705,1736098868
30122,8/8/2023 9:17,1,Fluke 787B ProcessMeter™ - Fluke 787B,4777186,8039917620
30121,8/8/2023 7:49,1,"Fluke 107 Palm-sized, CAT III Digital Multimeter",4367953,7988340788
30120,8/8/2023 6:18,1,Fluke TL71 Premium Test Lead Set,1274382,7939745844
30120,8/8/2023 6:18,1,Fluke AC175 Alligator Clip Set,4101772,7939745844
30118,8/8/2023 2:22,1,Fluke TP175 Twistguard Test Probes,3521983,2666850356
30118,8/8/2023 2:22,1,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,2666850356
30117,8/7/2023 23:12,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,7805364276
30116,8/7/2023 18:34,1,Fluke Networks Replacement Remote ID #1 / Wiremapper for LinkIQ™,5235819,7706929204
30115,8/7/2023 17:34,1,"Fluke 107 Palm-sized, CAT III Digital Multimeter",4367953,7678421044
30114,8/7/2023 15:07,1,Fluke 52 II Dual Probe Digital Thermometer - Fluke 52 II,674689,7600531508
30114,8/7/2023 15:07,2,Fluke 80PK-1 Bead Probe,750422,7600531508
30113,8/7/2023 14:47,1,Fluke TL75 Hard Point™ Test Lead Set,855705,8592853044
30112,8/7/2023 13:52,1,Fluke Cable Reel With 50 M Durable Red Cable For Earth Ground Testing,2539117,7557605428
30111,8/7/2023 13:44,1,Fluke 71X Hose Kit Accessory,3345825,7552034868
30110,8/7/2023 13:06,1,54 II B Data Logging Thermometer with Dual Input,3821070,7526541364
30110,8/7/2023 13:06,3,568 Contact & Infrared Temp Gun,2837806,7526541364
30109,8/7/2023 11:38,5,Fluke TL40 Retractable Tip Test Lead Set,1590606,7465199668
30108,8/7/2023 10:24,3,Fluke i3000S Flex-24 AC Current Probe,2584888,7418898484
30107,8/7/2023 9:39,1,Fluke TL71 Premium Test Lead Set,1274382,7384262708
30106,8/7/2023 9:17,1,566 Thermal Gun Infrared & Contact Thermometer,2837799,7370729524
30105,8/7/2023 9:04,1,Fluke Networks Pro3000F60-KIT Tone Generator and Filtered Probe,4962074,7360899124
30104,8/7/2023 8:49,1,Fluke 500 Series Battery Analyzer - Fluke BT521 Advanced Battery Analyzer,4489996,7351330868
30103,8/7/2023 8:38,1,Fluke i3000S Flex-24 AC Current Probe,2584888,7344482356
30102,8/7/2023 7:51,1,Fluke C25 Large Soft Case for DMMs,681114,7297558580
30101,8/7/2023 7:50,1,Fluke 80PJ-9 Type J Lance Tip Probe Thermocouple Assembly Type J Lance Tip Probe Molded Plug 1M Bulk,1288218,7297165364
